"text","label"
"Kiểu ko như mong muốn","Negative"
"Shop chắc đông khách nên thôi mình cũng ko đôi thành sz M nữa vì đổi chắc sợ cũng ko mặc đẹp","Neutral"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt","Positive"
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, giao hàng nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền, Thời gian giao hàng rất nhanh","Positive"
"Chất mát","Positive"
"Áo đẹp y hình","Positive"
"Không biết nói gì hơn","Neutral"
"Mua 2 sản phẩm lại còn được giảm giá","Positive"
"Áo màu xanh em đặt có mũ lại giao k có mũ :(","Negative"
"Vải mỏng 1 chút nhưng áo y hình. khá đẹp","Positive"
"Chất lượng sản phẩm kém Đóng gói sản phẩm kém Shop phục vụ kém Thời gian giao hàng chậm","Negative"
"Nhưng nhận dk hàng rồi thì thấy ok lắm Thấy có niềm tin vào shop rồi","Positive"
"Chưa từng thấy shop nào bán sữa mà đóng gói bao bì có tâm như vậy","Positive"
"Như hình","Neutral"
"Đáng lẽ cho 4 sao thôi vì sp nhận được không giống mô tả","Neutral"
"Sản phầm quá tệ","Negative"
"Áo đẹp nhưng tay áo vẫn còn nhiều chỉ thừa và bị dơ ở 2 ống tay :(","Negative"
"Đóng gói sản phẩm cũng đẹp. 5* cho shop","Positive"
"Tiền nào cua nấy","Neutral"
"Chất lượng sản phẩm tạm được.Tien nao vai day","Neutral"
"Chất liệu vải không nhăn nhưng đổi lại sẽ khó thấm mồ hôi","Neutral"
"Sẽ ủng hộ shop dài dài","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Chất đẹp","Positive"
"Ung y quá","Positive"
"Mỗi tội con hạc ko xuất hiện ở mặt trước như ảnh mẫu nên nhìn ko đẹp lắm :( ko biết có phải do số mình đen vào chiếc ít hạc ko :(","Negative"
"Chỉ là mk đã đo đạc kỹ càng lắm rồi mới chon size nhưng mang vào vẫn hơi hơi chật xíu","Negative"
"Anh shipper đẹp trai dthw 😂","Positive"
"Nghe đc 1 ngày sau thì 1 bên to 1 bên nhỏ","Negative"
"Châu lười đánh giá lắm mà nhận đc hàng ko thề nào ko đánh giá vì hàng QUÁ ĐẸP, QUÁ RẺ","Positive"
"Shop phục vụ kém, Thời gian giao hàng chậm,","Negative"
"Vải dày,giống như hình","Neutral"
"Chất vải tạm đc","Neutral"
"Hoạ tiết rõ nét, m mua 3 bộ thì có 1 bộ chất mềm mại hơn hẳn 2 bộ còn lại, và 1 bộ thì hơi cứng nhưng so vs giá tiền như vậy thì cũng hợp lý","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Chất liệu da cứng hơi thô, dây đeo không chắc chắn lắm, tạm được nhưng so với tiền bỏ ra thì mua bị mắc","Negative"
"Shop tư vấn nhiệt tình","Positive"
"Đuong may ẩu, màu tối","Negative"
"hàng ok so vs giá Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.shop co ca sp tang kem nua ak. mui rat thom. ok lam","Positive"
"Hợp túi tiền 💰.túi sách ok.giao hàng hơi lâu chút ạ","Positive"
"Thời gian giao hàng nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Nguyên seal","Positive"
"Phù hợp giá tiền","Neutral"
"Có những sp ko có ảnh thật nhưng vẫn cam kết hang giống ảnh","Negative"
"Cảm ơn shop","Positive"
"Shop phục vụ rất tốt Thời gian giao hàng tốc độ tên lửa","Positive"
"Áo khác không giống hình chất lượng sản phẩm tạm đượ","Neutral"
"Hàng Ok lắm","Positive"
"Cuteeeeeee, mà ko biết chăn có bị rụng lông không","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Đóng gói sản phẩm rất kém","Negative"
"Mình đặt mua 2 cái váy và 1 cái áo","Neutral"
"Chất lượng sản phẩm tốt, giao nhầm mẫu nhưng ko sao","Positive"
"Tặng shop 5*","Positive"
"Giao nhầm size Chất lượng sản phẩm tốt","Neutral"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Thanks shop nhiều nhé","Positive"
"Shop nên thận trọng ktra hàng kĩ trc khi giao cho Kh","Negative"
"Quần áo xước vải nhiều chỗ","Negative"
"Bọn mày mù màu à","Negative"
"Te lam","Negative"
"Đóng gói sản phẩm rất đẹp và chắc chắn, mua có tuyp srm vs tuýp kcn mà đóng thùng, lót xốp lun á","Positive"
"Đồ đẹp qá Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời","Positive"
"Ship hàng nhanh","Positive"
"Vải đẹp","Positive"
"Hình thức thì chưa đc như hình","Negative"
"Mẫu mã đẹp","Positive"
"Shop phục vụ khá tốt....","Positive"
"Rất đáng tiền","Positive"
".Mong shop bán được nhiều hơn nữa","Positive"
"Rất không đáng tiền, nhắn tin hỏi lại thì không trả lời","Negative"
"Túi hơi mỏng :(","Negative"
"Đóng gói sản phẩm rất kém Chất lượng sản phẩm kém","Negative"
"Sản phẩm rất chất lượng","Positive"
"Dep y hinh.","Positive"
"Lần sau sẽ ủng hộ shop tiếp ❤❤","Positive"
"Bực mình ah","Negative"
"Chất lượng sản phẩm tạm được, nhưng mặn quá","Negative"
"rẻ nhưng đẹp thật :v","Positive"
"Có thêm túi hoa khô nữa nhận áo là thơm ngát luôn","Positive"
"Shop bán hàng uy tín","Positive"
"Báo đã nhận hàng rồi mà 4 ngày sau mới giao","Negative"
"Son thơm nhẹ","Positive"
"Màu áo không hề giống hình shop đăng","Negative"
"Hàng kém chất luọng","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ❤️❤️❤️","Positive"
"Shop đóng gói hàng rất đẹp và chắc chắn","Positive"
"minh ua ao cho ox va minh . ck minh rat thich ao nay miem mai va rat mat","Positive"
"Thời gian giao hàng rất nhanh","Positive"
"Sản phẩm dễ phối đồ","Positive"
"Sản phẩm ok","Positive"
"Sách đẹp lắm","Positive"
"Rất đáng tiền","Positive"
"Kể ra ngực mà to lên 1 size nữa thì mặc hơi bị đẹp luôn","Neutral"
"Áo chật k mặc dk mà lỡ mua 3 cái r, áo đẹp","Positive"
"mình tưởng trắng tinh mà ở ngoài màu đục quá hơi kì","Negative"
"Chất lượng âm thanh kém","Negative"
"Hài lòng với áo này","Positive"
"Áo khá xinh, ấm áp cho mùa đông này ^^","Positive"
"Ao len chat min, đep","Positive"
"Quần xinhhhhh ạ","Positive"
"Quần siêu siêu đẹp luôn mà giá quá rẻ, chắc chắn sẽ ủng hộ chị dài dài","Positive"
"K biết mặc có sao k nữa","Neutral"
"Áo đẹp lắm nha tks shop","Positive"
"Úi đẹp dã man","Positive"
"moi đat hom qua ma hnay đa nhan đuoc roi Thời gian giao hàng rất nhanh Rất đáng tiền","Positive"
"Không có lớp lót nỉ bên trong như thông tin QC","Negative"
"Form phù hợp cho nhữg bạn dág gầy","Neutral"
"Áo như hình nhưng vãi k đẹp.giặc hoài k hết mùi","Negative"
"Shop giao size 34???...","Negative"
"Shop đăng một kiểu bán một kiểu: đăng 35k 5 cái nhưng khi bán 35k có 1cai","Negative"
"Chất lượng tốt, đúng như quảng cáo, giá rẻ, sẽ ủng hộ tiếp","Positive"
"Áo đẹp","Positive"
"Kiểu dáng giống với hình nhưng vải xấu","Negative"
"Mình 50kg ko mạc vừa","Negative"
"Chọn màu trắng thì gửi màu cam","Negative"
"Đã đọc hết tất cả đánh giá của người mua trước nên quyết định mua lên 1 size","Neutral"
"Thời gian giao hàng chậm Chất lượng sản phẩm tuyệt vời","Neutral"
"K bao giờ quay lại lần 2","Negative"
"Vải được nhưng ráp vải chưa chuẩn, bên trái và bên phải của váy lệch nhau, phần váy đang còn bị lệch đường chỉ và các chỗ nối với nhau","Negative"
"Vải mỏng , chật","Negative"
"Chất vải đẹp túi rất xinh 😍","Positive"
"Shop trả lời nhiệt tình","Positive"
"Váy đẹp nhưg mặt hơi chật","Neutral"
"Thấy ghê","Negative"
"Chủ shop nhiệt tình 👍🏻 thích bảng mắt số 2 lắm màu đẹp cực ❤️","Positive"
"Lần sau sẽ ủng hộ nữa","Positive"
"Thời gian giao hàng rất nhanh sp đúng hình","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Nhưng nói gì bi giờ","Neutral"
"Vải hơi mỏng nhưng thấy không bị lộ nhiều","Neutral"
"Thời gian giao hàng rất nhanh (nhận hàng trong 2 ngày)","Positive"
"Áo y hình, vải siêu mịn, giá lại quá rẻ so với chất lượng, bạn chủ shop lại nhiệt tình tư vấn và trả lời tất cả câu hỏi của mình","Positive"
"Khá đẹp, nhưng thật sự âm thanh không to","Neutral"
"Rất hài lòng, màu đẹp như hình, chất mềm mịn","Positive"
"Đóng gói sản phẩm chắc chắn","Positive"
"Ta nói trước khi mua đắn đo dữ lắm mới dám đặt hàng, đặt rồi thì cứ mong chờ miết ấy :3 đến khi nhận được hàng rồi thì ưng gì đâu á, đúng là không uổng tiền mà :3 chắc chắn sẽ ủng hộ shop dài dài","Positive"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn.Mong shop sẽ thêm hàng đẹp hơn","Positive"
"Chị chủ shop rất nhiệt tình dễ thương 😊","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"","Neutral"
"Đóng gói sản phẩm chắc chắn. 99k là rẻ nhất Shopee rồi","Positive"
"Vải cứng nhưng form rộng chất tốt mắc cũng ấm nhưng k hút mồ hôi đc ns chung cũng dc vs giá này vậy là tốt rồi các bạn nên mua nhé","Positive"
"Chất lượng sản phẩm tuyệt vời:))","Positive"
"Phần vai áo quá rộng ko đúng form áo nhưng sửa 1 tí là ok","Neutral"
"Thanks shop","Positive"
"Áo phù hợp với giá tiền","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Đẹp hơn mong đợi ❤️❤️","Positive"
"Ảnh thi đẹp ngoài thi xấu quá","Negative"
"Nhưng vải hơi tệ tý","Negative"
"Không còn gì để nói","Negative"
"Shop ko ghi rõ size, sp chỉ phù hợp cho người dưới 45kg","Neutral"
"Chất lượng sản phẩm tạm được tại sao hình đủ 5 màu mà shop chỉ giao màu đen màu xám màu trắng cho mình vậy","Neutral"
"Hàng đẹp quá trời lun, cực yêu luôn, chủ shop còn dễ thương nx","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh","Positive"
"Nạp chậm, nạp 200 mà chuyển cho có 100","Negative"
"Rất đáng tiền","Positive"
"Shop nên may thêm lót vải bên trong :)","Neutral"
"Áo đẹp 👍👍👍","Positive"
"Tiền nào của nấy mà ship lâu quá nên trừ 1 sao","Negative"
"Áo chất đẹp ạ","Positive"
"Áo màu trắng bị có 1 vài vệt nhựa giặt k hết 😭😭😭","Negative"
"Tã size nhỏ giống bobby nhưng thấm khô hơn","Neutral"
"Không phải dáng ôm sát body, Size S vẫn khá rộng với mình, dù mh cao 1,6m + 46kg","Negative"
"Đóng gói sai mẫu đã chọn","Negative"
"Giao hàng rất nhanh, chất vải đẹp nhưng màu k giống hình và hơi nhiều chỉ thừa ạ","Neutral"
"Áo đẹp, o ra màu","Positive"
"Giao hàng ko đúng","Negative"
"Form hơi ngắn","Negative"
"Giao hàng như thằng ngáo đá Chất lượng sản phẩm tuyệt vời","Positive"
"Có điều 7/10 cái cổ vuông rõ đẹp còn 3 cái cổ bị nông, nhìn giống cổ tròn hơn vuông","Negative"
"Mua mà ưng lắm luôn ạ","Positive"
"Áo đẹp chất đẹp mặc lên rất ưng ý :) mua 1 lần là muốn quay lại","Positive"
"Giao nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"rất đẹp nhé shop. tư vấn rất nhiệt tình và dễ thương","Positive"
"Đóng gói chắc chắn","Positive"
"Shop có nhã ý đổi tuy nhiên mình đã k đổi","Neutral"
"Chất không đc đẹp","Negative"
"cái quần nó nhỏ quá. người lớn mặc ko vừa","Negative"
"Áo của jumsuit quá nhỏ mặc ko đc dù người mình mỏng như lá lúa rồi, dù sao chất vải áo ok, nhưng ko mặc được ;(","Negative"
"Áo đẹp Thời gian giao hàng rất nhanh","Positive"
"Mong Lsau shop cẩn thận hơn","Neutral"
"Gửi áo rách cho khách hàng","Negative"
"Mẫu giống hình nhưng chất k giống","Neutral"
"Chất liệu bình thường","Neutral"
"San pham ok lm nha shop","Positive"
"Vải dày dặn đẹp nhưng có điều size giống size L","Neutral"
"Bị rụng mất 1 hạt chuông","Negative"
"Vải đẹp Chất lượng sản phẩm tuyệt vời","Positive"
"Bung chỉ 1 đoạn nên phải tự may lại","Negative"
"Chất lượng sản phẩm tốt","Positive"
"Nhái mẫu","Negative"
"Hàng tuyệt vờii ạ","Positive"
"gửi sai mẫu","Negative"
"Đẹp lắm, tuy giặt hơi ra nhiều màu nhưng vẫn cho 5 sao","Positive"
"Phần thân trên thì ổn","Neutral"
"Vải cũng tạm.hơi ngắn","Neutral"
"Chất vải đẹp, giống hình","Positive"
"Giày đẹp :3 Dây giày tặng kèm xinh lém nha","Positive"
"Vừa nhận hàng chưa thử được, nhưng chất đẹp, dai","Positive"
"Chất đẹp phom dáng đẹp","Positive"
"Mua hang vài lần mà chất lương dieu 0k hết nha","Positive"
"Ưng lắm shop ạ.","Positive"
"Xài được chắc 1 tháng","Neutral"
"Hàng không như ảnh.. cảm giác khá tệ","Negative"
"Rất đáng tiền","Positive"
"Áo đẹp ,rộng đúng ý ...vải ổn ...OK trong tầm giá.","Positive"
"Giao hàng siêu nhanh,2h chiều đặt hàng 5h nhận đc, đóng hàng siêu chắc chắn, sẽ quay lại lần 2","Positive"
"Đầm đẹp Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Lần đầu mua q.ao trên shopee lúc đầu thấy lo vì mk đặt 3 bộ liền mà chất lượng k ra j thì phí tiền","Neutral"
"Áo đẹp","Positive"
"Phù hợp với giá tiền","Positive"
"Với giá này là mắc và gà làm mặn quá( có thể do khẩu vị mỗi người)!","Negative"
"Form sản phẩm cũng nhỏ nên chỉ thích hợp cho người nhỏ con từ 45kg trở lại chứ trên 45kg có thể không vừa","Neutral"
"Đúng với kỳ vọng","Positive"
"Tiền nào của đấy","Neutral"
"Áo như hình tuy thời gian giao hành lâu nhưng không sao","Neutral"
"Màu ko giống như hình","Negative"
"Vải k dày lắm, tưởng rộng nhưg mặc cũng ổn, tư vấn nhiệt tình","Neutral"
"Chất rất ổn","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Shop phục vụ rất tốt","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Áo đẹp , bạn nào muốn mua cứ an tâm nha, mình mua 1 lượt 3 áo, áo nào cũng đẹp","Positive"
"Dùng ok :) thanks shop","Positive"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt","Positive"
"Váy mặc rất vừa và đẹp","Positive"
"Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Áo đẹp, nhưng màu không phải đỏ đô mà nghiêng về đỏ bã trầu hơn","Positive"
"Thời gian giao hàng cực kì nhanh, đặt hàng thứ 6, t7 đã nhận được rồi","Positive"
"áo hồng bị bóng màu đậm hơn so với hình","Negative"
"Vải đẹp, màu y hình","Positive"
"Áo hơi mỏng . như hình.dep","Neutral"
"Đường may xấu, chất tạm ổn","Negative"
"Vải quá mỏng cần mặc thêm váy lót bên trong, màu nhìn cũ","Negative"
"Quần vải đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Sao sáng ít quá hầu như đều ko sáng:)","Negative"
"Rất vui","Positive"
"Chất lượng sản phẩm tuyệt vời Áo đẹp , chất đẹp mình rất ưng","Positive"
"Sẽ tiếp tục ủng hộ","Positive"
"Hàng này xài đã lắm , mà phù hợp túi tiền nữa mn","Positive"
"Chất lượng sản phẩm tuyệt vời Giao hàng nhanh","Positive"
"Áo giống hình nhưng chất vải không được đẹp","Negative"
"Chất lượng sản phẩm tạm được, áo hơi mỏng nhưng mặc ấm","Positive"
"Quần lên form cực đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Giao tiếp với khách hàng thân thiện","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền","Positive"
"Lên đồ rất đẹp","Positive"
"Giao hàng rất nhanh","Positive"
"Trời ơi nhận cái áo khác xa hình","Negative"
"Nói chung hàng như hình","Neutral"
"Chưa dùng thử nên chưa biết chất lượng nhưng nhìn rất ưng","Positive"
"Vào mở thì có bịch như bị chuột mâm ý","Negative"
"Chất lượng sản phẩm tuyệt vời Chất sờ siêu thích mà ấm sẽ ủng hộ shop dài","Positive"
"bé xíu","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh đã ủng hộ lần 2 sẽ ủng hộ tiếp ạ","Positive"
"Tôi là người cực kì kỹ tính khi mua hàng online","Neutral"
"Shop phục vụ rất tốt","Positive"
"Thanks","Neutral"
"Shop phục vụ rất tốt, chất lượng ok nhé","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Giao hàng siêu siêu thần tốc luôn","Positive"
"Áo thật màu sẫm hơn ảnh","Neutral"
"Còn sp thì ăn rất ngon","Positive"
"Như kh sao :(","Neutral"
"Đáy quần may chỉ thưa có chỗ bị bung","Negative"
"Cảm ơn shop nhiều","Positive"
"Rất đáng tiền, vải nằm thoải mái và êm da cực kì","Positive"
"Hsd còn rất xa","Positive"
"Sàn phẩm tốt lại có kèm quà tặng","Positive"
"- siêu xinh ^^","Positive"
"5 sao cho shop","Positive"
"Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng tạm được","Positive"
"Thời gian giao hàng rất nhanh, size hơi rộng, màu ko được sắc nét","Positive"
"đôi đỏ đi hơi bị đâu chân cho lắm với phần đế hơi bị cứng không có mền cho lắm","Negative"
"Mới sản xuất","Positive"
"Giá cả rẻ","Positive"
"Áo hơi nhỏ.Nma chất đẹp lắm","Positive"
"Làm ăn như lồn ý","Negative"
"Màu không đẹp cho lắm","Negative"
"Áo rất đẹp","Positive"
"phục vụ tốt nhanh, sp tốt, áo lót đúc đẹp chất lượng tương xứng, áo lót quả ngang ren thì k thích cho lắm","Positive"
"Máy đẹp đóng gói cẩn than giao hàng nhanh nhung máy k dùng đuoc nut am luong to nhỏ nói chung chỉ có 1 lỗi nhỏ còn lại oke ạ","Negative"
"Đẹp ,giao hàng siêu nhanh","Positive"
"Rất đáng tiền, giao hàng hơi chậm dù trong phạm vi tphcm","Positive"
"Nên mua nhé","Positive"
"Không được trả hàng nên cân nhắc trc khi mua Thời gian giao hàng nhanh Shop phục vụ khá tốt","Positive"
"Đồ đúng đẹp luôn í","Positive"
"Mình đã mua cái áo này là cái áo t3","Positive"
"Lần thứ 2 mua ở đây:))) very nice","Positive"
"Shop trả lời tin nhắn chậm","Negative"
"Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Size.nhỏ nh dc cái vải nỉ rất tốt","Positive"
"Vận chuyển đóng gói kỹ càng","Positive"
"Thời gian giao hàng rất nhanh, chất lượng ổn so với giá tiền","Positive"
"Áo lưới mềm","Neutral"
"Lần sau shop kiểm tra kĩ hàng giúp mình nhé","Negative"
"Kem ngon nhưng không bắt mắt như hình :))","Positive"
"Giày đẹp đi êm lắm ak","Positive"
"Quá hài lòng 👍👍","Positive"
"Chất lượng sản phẩm tuyệt vời. 38 lon hon minh nghi","Positive"
"Chất lượng sản phẩm tạm được","Neutral"
"Chất vải thoáng mát, hang y hình, sẽ ủng hộ shop dài dài","Positive"
"Chị chủ shop nói chuyện dễ thương","Positive"
"Nhanh dùng tốt cảm ơn shop nhé","Positive"
"Áo chó hơi dài :v thân vừa mà tay dài :v cơ mà vải đẹp .thíchhhh","Positive"
"Tránh làm móp hộp sản phẩm","Negative"
"Quần giá rẻ nhưng rất chất lượng rất tốt","Positive"
"Đẹp nhưng không tơi 1 chút nào","Neutral"
"Chất lượng sản phẩm rất kém","Negative"
"Sp nhận y chang nội dung quảng cáo","Neutral"
"Màu sắc k giống hình màu xấu hơn","Negative"
"Nên tăng thêm sz vì sz quần hơi bé","Neutral"
"Hoa văn nhòe ko sắc nét như ảnh","Negative"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Chưa có shop nào làm tôi hài lòng như shop này","Positive"
"da chat voi shop la 1ao xh va 1ao trag ma lai xep ca 2m.trag.oai lun.bo m.trag dag e hag hay sao zay","Negative"
"Shop đánh giá lại cho mình nhé","Neutral"
"Ncl chấm nhỏ thôi nên vẫn ok","Neutral"
"Nhưng con mình mua phía trên đầu may không kỹ","Negative"
"Vải nhìn tạm được","Neutral"
"Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Nên thôi mình k cần nữa , cũng k đáng nhiu mà shop làm mình k hài lòng","Negative"
"Chất lượng sản phẩm tuyệt vời, balo rất đẹp, nhưng mình không ngờ nó to đến thế 😂","Positive"
"Đẹp lắm, mình rất thik, lại còn được tặng cả nơ buộc tóc nữa, cảm ơn shop nhé","Positive"
"Ok ok ^^","Neutral"
"Đẹp lắm luôn ạ","Positive"
"Chất lượng sản phẩm tuyệt vời nhưng hơi rộng","Positive"
"Được tặng kèm đôi vớ cute ^_^","Positive"
"Trong hình nhìn nhỏ vừa.nhận hàng hk giống hình","Negative"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt","Positive"
"Đúng hình, vừa người <3 ủng hộ shop lần tới","Positive"
"Bạn nhận đc dày mình trả lại chưa","Neutral"
"Chưa ăn nhưng nhìn thôi đã thấy ngon rồi","Positive"
"Áo khoác đẹp ạ","Positive"
"Thật sự không hài lòng về vấn đề thời gian giao hàng","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Rất đáng tiền","Positive"
"Xuất sắc quáaa","Positive"
"Mình mua 4 sp","Neutral"
"Đóng gói cẩn thận","Positive"
"Chất ok","Positive"
"Đẹp xuất sắc 😍😍😍","Positive"
"Chất vải cứng wa k bag cái luk đầu đặt thất vọng vs shop wa","Negative"
"Tính mua nhiều mà sợ hàng xấu nên đặt 2 bộ mà ưng quá luôn nè, sẽ ủng hộ shop tiếp","Positive"
"Sản phẩm đẹp như hình","Positive"
"Tất đẹp như hình ảnh, chất tốt, thời gian giao hàng nhanh","Positive"
"Rất OK","Positive"
"Mới mặc 1 lần áo đã rách","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền","Positive"
"Đẹp,rẻ ,tốt ,đáng tiền","Positive"
"Lần đầu tiên đặt hàng trên mạng mà m tháy ưng như vậy . 5 sao","Positive"
"Tiền nào của nấy hic hic","Neutral"
"Chữ in trên áo thì bị lấm tấm nói chung : TIỀN NÀO CỦA ĐẤY","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh vừa ý lắm luon đẹp lắm e sẽ ủng hô shop","Positive"
"Ko sai sót cái nào","Positive"
"áo lên. dáng đẹp ai cũng khen. thích màu đen mà ko có","Positive"
"Ck mình k biết nên ra nhận giùm","Neutral"
"Chất lượng xấu quá.mức chật quá chất nóng","Negative"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Áo trong hình trong có túi , áo gửi về lại có","Neutral"
"Rất đáng tiền...shop gói sp bao đẹp và chắc chắn lun :V e mở mãi ms đc á :D chủ shop cực cực dễ thương :""> e sẽ ủng hộ dài dài ạ ~~","Positive"
"y hình, ns chung là đẹp","Positive"
"Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời","Positive"
"Và con nào ăn thì con đấy chết","Negative"
"Chất vải nóng nhưg 85k là giá hợp lí","Neutral"
"Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn nhưng đế bị bung keo","Neutral"
"Giao hàng nhanh, sẽ tiếp tục ủng hộ shop","Positive"
"Rất đáng tiền","Positive"
"Áo bị dính vết bẩn","Negative"
"shop nhiet tình, hàng đẹp, vải mịn , nhung ma minh mặc vẫn rộng quá . se gioi thieu mn mua hang cua shop Thời gian giao hàng rất nhanh","Positive"
"Sản phẩm không như mong đợi vải thô và cứng bận vào nóng hứa với lòng không mua trên Shopee Nữa","Negative"
"Chất lượng ngoài mong đợi, tuyệt vời, Thời gian giao hàng rất nhanh","Positive"
"Giao hang khong dung mau ...","Negative"
"Tiền nào vải nấy thôi","Neutral"
"shop lừa đảo thật đấy. mk đặt quần sz xl mà lại giao cho mk quần k rõ sz luôn, shop xé cả mác sz ở quần đi. quần bé k mặc dc","Negative"
"Hàng đẹp và rẻ lắm nha.shop đóng gói cẩn thận.giao hàng siêu nhanh.thank shop","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt lần đầu tiên thấy có một shop có tâm nhất chuẩn đỉnh của đỉnh","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Cân nhắc !!!!","Neutral"
"Hơi mỏng so vs giá tiền Đóng gói sản phẩm rất đẹp và chắc chắn","Neutral"
"Hàng i hình luôn, đẹp cực kì, shop giao hàng nhanh nữa 😗😗😗hihi áo đẹp quá e phải sửa lại fb nè, áo đẹp quá shop","Positive"
"Rất đẹp","Positive"
